"Rank","Author","Genre","AuthorAvg","Title","SeriesName","SeriesNum","PubYear","Pages","AgeCategory","AvgRating","ReviewCount","Url"
"2","Christopher Ruocchio","Science-Fiction","4.39","Queen Amid Ashes (The Sun Eater, #2.5)","The Sun Eater,","2.5",,"173",,"4","4209","https://www.goodreads.com/book/show/61294903-queen-amid-ashes"
"2","Christopher Ruocchio","Science-Fiction","4.39","Demon in White (The Sun Eater, #3)","The Sun Eater,","3","2020","784",,"4.63","16290","https://www.goodreads.com/book/show/50156751-demon-in-white"
"2","Christopher Ruocchio","Science-Fiction","4.39","Kingdoms of Death (The Sun Eater, #4)","The Sun Eater,","4","2022","544",,"4.47","12750","https://www.goodreads.com/book/show/57443696-kingdoms-of-death"
"2","Christopher Ruocchio","Science-Fiction","4.39","Ashes of Man (The Sun Eater, #5)","The Sun Eater,","5","2022","544",,"4.5","10978","https://www.goodreads.com/book/show/60427253-ashes-of-man"
"2","Christopher Ruocchio","Science-Fiction","4.39","The Dregs of Empire  (The Sun Eater, #5.5)","The Sun Eater,","5.5",,"332",,"4.19","2291","https://www.goodreads.com/book/show/199239732-the-dregs-of-empire"
"2","Christopher Ruocchio","Science-Fiction","4.39","Disquiet Gods (The Sun Eater, #6)","The Sun Eater,","6","2024","704",,"4.59","8666","https://www.goodreads.com/book/show/176443792-disquiet-gods"
"3","Travis Baldree","Fantasy","4.43","House of Blades (The Traveler's Gate Trilogy, 1)",,,"2013",,"Young Adult","4.07","18104","https://www.goodreads.com/book/show/61237606-house-of-blades"
"3","Travis Baldree","Fantasy","4.43","The Crimson Vault (The Traveler's Gate Trilogy, 2)",,,"2013",,"Young Adult","4.18","13666","https://www.goodreads.com/book/show/61237607-the-crimson-vault"
"3","Travis Baldree","Fantasy","4.43","City of Light (The Traveler's Gate Trilogy, 3)",,,"2014",,"Young Adult","4.16","12118","https://www.goodreads.com/book/show/61237608-city-of-light"
"3","Travis Baldree","Fantasy","4.43","Unsouled (Cradle, #1)","Cradle,","1","2016","9","Young Adult","4.15","54642","https://www.goodreads.com/book/show/41576813-unsouled"
"3","Travis Baldree","Fantasy","4.43","Soulsmith (Cradle, #2)","Cradle,","2","2016","8","Young Adult","4.33","39655","https://www.goodreads.com/book/show/43303167-soulsmith"
"3","Travis Baldree","Fantasy","4.43","Skysworn (Cradle, #4)","Cradle,","4","2017",,"Young Adult","4.38","34432","https://www.goodreads.com/book/show/49719105-skysworn"
"3","Travis Baldree","Fantasy","4.43","Ghostwater (Cradle, #5)","Cradle,","5","2018",,"Young Adult","4.56","33546","https://www.goodreads.com/book/show/44325067-ghostwater"
"3","Travis Baldree","Fantasy","4.43","Underlord (Cradle, #6)","Cradle,","6","2019",,"Young Adult","4.61","32816","https://www.goodreads.com/book/show/44453473-underlord"
"3","Travis Baldree","Fantasy","4.43","Uncrowned  (Cradle, #7)","Cradle,","7","2019","10","Young Adult","4.57","31671","https://www.goodreads.com/book/show/49901228-uncrowned"
"3","Travis Baldree","Fantasy","4.43","Reaper (Cradle, #10)","Cradle,","10","2021",,"Young Adult","4.67","28102","https://www.goodreads.com/book/show/228315365-reaper"
"3","Travis Baldree","Fantasy","4.43","Blackflame",,,"2017",,"Young Adult","4.51","36531","https://www.goodreads.com/book/show/228561648-blackflame"
"3","Travis Baldree","Fantasy","4.43","Wintersteel (Cradle, 8)",,,"2020",,"Young Adult","4.69","30971","https://www.goodreads.com/book/show/59785859-wintersteel"
"3","Travis Baldree","Fantasy","4.43","Bloodline (Cradle, 9)",,,"2021",,"Young Adult","4.5","28660","https://www.goodreads.com/book/show/58085050-bloodline"
"3","Travis Baldree","Fantasy","4.43","Beware of Chicken: A Xianxia Cultivation Novel: Beware of Chicken, Book 1",,,"2022",,,"4.5","12124","https://www.goodreads.com/book/show/224235932-beware-of-chicken"
"3","Travis Baldree","Fantasy","4.43","Dreadgod (Cradle, 11)",,,"2022",,"Young Adult","4.62","25159","https://www.goodreads.com/book/show/61426264-dreadgod"
"3","Travis Baldree","Fantasy","4.43","Bookshops & Bonedust (Legends & Lattes, #0)","Legends &amp; Lattes,","0","2023","336",,"4.13","103162","https://www.goodreads.com/book/show/65213543-bookshops-bonedust"
"3","Travis Baldree","Fantasy","4.43","Legends & Lattes (Legends & Lattes, #1)","Legends &amp; Lattes,","1","2022","296",,"4.05","310123","https://www.goodreads.com/book/show/61242426-legends-lattes"
"3","Travis Baldree","Fantasy","4.43","The Primal Hunter (The Primal Hunter #1)","The Primal Hunter","1","2022","21",,"4.26","18227","https://www.goodreads.com/book/show/62362934-the-primal-hunter"
"3","Travis Baldree","Fantasy","4.43","The Primal Hunter 2 (The Primal Hunter #2)","The Primal Hunter","2","2022","20",,"4.48","12522","https://www.goodreads.com/book/show/79202504-the-primal-hunter-2"
"3","Travis Baldree","Fantasy","4.43","The Primal Hunter 3 (The Primal Hunter, #3)","The Primal Hunter,","3","2022","19",,"4.52","11471","https://www.goodreads.com/book/show/79204996-the-primal-hunter-3"
"3","Travis Baldree","Fantasy","4.43","The Primal Hunter 4 (The Primal Hunter, #4)","The Primal Hunter,","4","2022","21",,"4.53","10869","https://www.goodreads.com/book/show/79206659-the-primal-hunter-4"
"3","Travis Baldree","Fantasy","4.43","The Primal Hunter 5 (The Primal Hunter, #5)","The Primal Hunter,","5","2023","18",,"4.54","10239","https://www.goodreads.com/book/show/220703499-the-primal-hunter-5"
"3","Travis Baldree","Fantasy","4.43","Waybound (Cradle #12)","Cradle","12","2023","17","Young Adult","4.62","21819","https://www.goodreads.com/book/show/206666325-waybound"
"3","Travis Baldree","Fantasy","4.43","The Eye of the Bedlam Bride: Dungeon Crawler Carl, Book 6",,,"2023",,,"4.66","54389","https://www.goodreads.com/book/show/228402508-the-eye-of-the-bedlam-bride"
"3","Travis Baldree","Fantasy","4.43","Early Years: The Beginning After the End, Book 1",,,,,"Young Adult","4.34","10672","https://www.goodreads.com/book/show/225246295-early-years"
"4","Art Spiegelman","Other","4.47","The Complete Maus",,,"1980","296",,"4.58","249226","https://www.goodreads.com/book/show/15195.The_Complete_Maus"
"4","Art Spiegelman","Other","4.47","Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)","Maus,","1","1986","159",,"4.39","369608","https://www.goodreads.com/book/show/15196.Maus_I"
"4","Art Spiegelman","Other","4.47","Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)","Maus,","2","1991","144",,"4.43","157010","https://www.goodreads.com/book/show/15197.Maus_II"
"5","M.L. Wang","Fantasy","4.4","The Sword of Kaigen",,,"2019","651",,"4.45","81227","https://www.goodreads.com/book/show/41886271-the-sword-of-kaigen"
"5","M.L. Wang","Fantasy","4.4","Blood Over Bright Haven",,,"2023","430",,"4.36","96577","https://www.goodreads.com/book/show/208430658-blood-over-bright-haven"
"6","Andy Weir","Science-Fiction","4.38","The Egg",,,"2011","3",,"4.21","36904","https://www.goodreads.com/book/show/17563539-the-egg"
"6","Andy Weir","Science-Fiction","4.38","The Martian",,,"2011","384",,"4.42","1259084","https://www.goodreads.com/book/show/18007564-the-martian"
"6","Andy Weir","Science-Fiction","4.38","Project Hail Mary",,,"2021","496",,"4.5","976858","https://www.goodreads.com/book/show/54493401-project-hail-mary"
"7","John Gwynne","Fantasy","4.39","A Time of Dread (Of Blood and Bone, #1)","Of Blood and Bone,","1","2012","463",,"4.29","14312","https://www.goodreads.com/book/show/34392663-a-time-of-dread"
"7","John Gwynne","Fantasy","4.39","A Time of Blood (Of Blood and Bone, #2)","Of Blood and Bone,","2","2012","496",,"4.35","10851","https://www.goodreads.com/book/show/37917915-a-time-of-blood"
"7","John Gwynne","Fantasy","4.39","A Time of Courage (Of Blood and Bone, #3)","Of Blood and Bone,","3","2012","648",,"4.45","9895","https://www.goodreads.com/book/show/52549368-a-time-of-courage"
"7","John Gwynne","Fantasy","4.39","The Shadow of the Gods (The Bloodsworn Saga, #1)","The Bloodsworn Saga,","1","2012","480",,"4.2","82344","https://www.goodreads.com/book/show/52694527-the-shadow-of-the-gods"
"7","John Gwynne","Fantasy","4.39","The Hunger of the Gods (The Bloodsworn Saga, #2)","The Bloodsworn Saga,","2","2012","633",,"4.5","45017","https://www.goodreads.com/book/show/57341045-the-hunger-of-the-gods"
"7","John Gwynne","Fantasy","4.39","The Fury of the Gods (The Bloodsworn Saga, #3)","The Bloodsworn Saga,","3","2012","528",,"4.46","26439","https://www.goodreads.com/book/show/61755703-the-fury-of-the-gods"
"7","John Gwynne","Fantasy","4.39","Malice (The Faithful and the Fallen, #1)","The Faithful and the Fallen,","1","2012","672",,"4.17","55236","https://www.goodreads.com/book/show/15750692-malice"
"7","John Gwynne","Fantasy","4.39","Valor (The Faithful and the Fallen, #2)","The Faithful and the Fallen,","2","2012","640",,"4.43","38590","https://www.goodreads.com/book/show/40651803-valor"
"7","John Gwynne","Fantasy","4.39","Ruin (The Faithful and the Fallen, #3)","The Faithful and the Fallen,","3","2012","768",,"4.5","32421","https://www.goodreads.com/book/show/23524878-ruin"
"7","John Gwynne","Fantasy","4.39","Wrath (The Faithful and the Fallen, #4)","The Faithful and the Fallen,","4","2012","720",,"4.52","30058","https://www.goodreads.com/book/show/27411345-wrath"
"8","James Clavell","Other","4.34","Shōgun (Asian Saga, #1)","Asian Saga,","1","1975","1152",,"4.41","209521","https://www.goodreads.com/book/show/52382796-sh-gun"
"8","James Clavell","Other","4.34","Tai-Pan (Asian Saga, #2)","Asian Saga,","2","1966","732",,"4.31","58204","https://www.goodreads.com/book/show/42933.Tai_Pan"
"8","James Clavell","Other","4.34","King Rat (Asian Saga, #4)","Asian Saga,","4","1962","368",,"4.2","43879","https://www.goodreads.com/book/show/9827.King_Rat"
"8","James Clavell","Other","4.34","Noble House (Asian Saga, #5)","Asian Saga,","5","1981","1376",,"4.27","42285","https://www.goodreads.com/book/show/390711.Noble_House"
"8","James Clavell","Other","4.34","Shōgun, Volume 1",,,"1975","533",,"4.52","14651","https://www.goodreads.com/book/show/12319445-sh-gun-volume-1"
"8","James Clavell","Other","4.34","Shōgun, Volume 2",,,"1975","567",,"4.59","13760","https://www.goodreads.com/book/show/12319459-sh-gun-volume-2"
"8","James Clavell","Other","4.34","The Children's Story",,,"1981","116","Children; Young Adult","4.1","1958","https://www.goodreads.com/book/show/63338768-the-children-s-story"
"9","Patrick Rothfuss","Fantasy","4.39","The Narrow Road Between Desires (The Kingkiller Chronicle, #0.6)","The Kingkiller Chronicle,","0.6","2023","240",,"4.03","31678","https://www.goodreads.com/book/show/157265081-the-narrow-road-between-desires"
"9","Patrick Rothfuss","Fantasy","4.39","The Name of the Wind (The Kingkiller Chronicle, #1)","The Kingkiller Chronicle,","1","2007","662",,"4.52","1063964","https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind"
"9","Patrick Rothfuss","Fantasy","4.39","The Wise Man's Fear (The Kingkiller Chronicle, #2)","The Kingkiller Chronicle,","2","2011","994",,"4.55","611227","https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear"
"9","Patrick Rothfuss","Fantasy","4.39","The Thing Beneath the Bed (The Adventures of the Princess and Mr. Whiffle #1)","The Adventures of the Princess and Mr. Whiffle","1","2010","68","Children","4.28","6728","https://www.goodreads.com/book/show/7286699-the-thing-beneath-the-bed"
"9","Patrick Rothfuss","Fantasy","4.39","The Dark of Deep Below (The Adventures of the Princess and Mr. Whiffle #2)","The Adventures of the Princess and Mr. Whiffle","2","2013","232","Children","4.29","1678","https://www.goodreads.com/book/show/17848997-the-dark-of-deep-below"
"9","Patrick Rothfuss","Fantasy","4.39","Die Furcht des Weisen 1 (Die Königsmörder-Chronik, #2.1)","Die Königsmörder-Chronik,","2.1","2011","860","Young Adult","4.54","6769","https://www.goodreads.com/book/show/11420997-die-furcht-des-weisen-1"
"9","Patrick Rothfuss","Fantasy","4.39","Die Furcht des Weisen 2 (Die Königsmörder-Chronik, #2.2)","Die Königsmörder-Chronik,","2.2","2011","523","Young Adult","4.49","5552","https://www.goodreads.com/book/show/11420998-die-furcht-des-weisen-2"
"9","Patrick Rothfuss","Fantasy","4.39","Rick and Morty vs. Dungeons & Dragons",,,"2019","144",,"4.13","2583","https://www.goodreads.com/book/show/40630116-rick-and-morty-vs-dungeons-dragons"
"9","Patrick Rothfuss","Fantasy","4.39","Kingkiller Chronicle Patrick Rothfuss Collection 3 Books Set",,,,,,"4.7","2061","https://www.goodreads.com/book/show/37670856-kingkiller-chronicle-patrick-rothfuss-collection-3-books-set"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising (Red Rising Saga, #1)","Red Rising Saga,","1","2014","382","Young Adult","4.27","704239","https://www.goodreads.com/book/show/15839976-red-rising"
"10","Pierce Brown","Science-Fiction","4.37","Golden Son (Red Rising Saga, #2)","Red Rising Saga,","2","2015","466","Young Adult","4.49","431234","https://www.goodreads.com/book/show/18966819-golden-son"
"10","Pierce Brown","Science-Fiction","4.37","Morning Star (Red Rising Saga, #3)","Red Rising Saga,","3","2016","525","Young Adult","4.54","352697","https://www.goodreads.com/book/show/18966806-morning-star"
"10","Pierce Brown","Science-Fiction","4.37","Iron Gold (Red Rising Saga, #4)","Red Rising Saga,","4","2018","602","Young Adult","4.21","161756","https://www.goodreads.com/book/show/33257757-iron-gold"
"10","Pierce Brown","Science-Fiction","4.37","Dark Age (Red Rising Saga, #5)","Red Rising Saga,","5","2019","704","Young Adult","4.5","115858","https://www.goodreads.com/book/show/29226553-dark-age"
"10","Pierce Brown","Science-Fiction","4.37","Light Bringer (Red Rising Saga, #6)","Red Rising Saga,","6","2023","682","Young Adult","4.76","87866","https://www.goodreads.com/book/show/29227774-light-bringer"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising: Sons of Ares #1 (Sons of Ares, #1)","Sons of Ares,","1","2017","32","Young Adult","4.04","3242","https://www.goodreads.com/book/show/31178398-red-rising"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising: Sons of Ares #2 (Sons of Ares, #2)","Sons of Ares,","2","2017","30","Young Adult","4.16","1454","https://www.goodreads.com/book/show/34884623-red-rising"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising: Sons of Ares #3 (Sons of Ares, #3)","Sons of Ares,","3","2017","29","Young Adult","4.23","1103","https://www.goodreads.com/book/show/35392051-red-rising"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising (1 of 2) [Dramatized Adaptation] (Red Rising Saga #1)","Red Rising Saga","1","2023",,"Young Adult","4.38","1119","https://www.goodreads.com/book/show/199598075-red-rising-1-of-2-dramatized-adaptation"
"10","Pierce Brown","Science-Fiction","4.37","Red Rising: Sons of Ares Vol. 3: Forbidden Song",,,"2023","120",,"4.28","1148","https://www.goodreads.com/book/show/63246650-red-rising"
"10","Pierce Brown","Science-Fiction","4.37","The Red Rising Trilogy Series Collection #1-3",,,,,"Young Adult","4.63","1289","https://www.goodreads.com/book/show/40238675-the-red-rising-trilogy-series-collection-1-3"
"11","J. Zachary Pike","Fantasy","4.38","Orconomics (The Dark Profit Saga, #1)","The Dark Profit Saga,","1","2014","340",,"4.28","9647","https://www.goodreads.com/book/show/25326486-orconomics"
"11","J. Zachary Pike","Fantasy","4.38","Son of a Liche (The Dark Profit Saga, #2)","The Dark Profit Saga,","2","2018","618",,"4.42","4859","https://www.goodreads.com/book/show/39977753-son-of-a-liche"
"11","J. Zachary Pike","Fantasy","4.38","Dragonfired (The Dark Profit Saga, #3)","The Dark Profit Saga,","3","2023",,,"4.44","2091","https://www.goodreads.com/book/show/42921438-dragonfired"
"12","Alexandre Dumas","Other","4.32","Contele de Monte Cristo (Contele de Monte Cristo, #1 of 4)","Contele de Monte Cristo,","1","1844","370",,"4.63","1177","https://www.goodreads.com/book/show/10293553-contele-de-monte-cristo"
"12","Alexandre Dumas","Other","4.32","Grafas Montekristas, 1 knyga",,,"1844","325","Children","4.5","1052","https://www.goodreads.com/book/show/23550364-grafas-montekristas-1-knyga"
"12","Alexandre Dumas","Other","4.32","Le Comte de Monte-Cristo I  (Le Comte de Monte-Cristo, #1 of 2)","Le Comte de Monte-Cristo,","1","1844","703",,"4.53","17213","https://www.goodreads.com/book/show/956323.Le_Comte_de_Monte_Cristo_I"
"12","Alexandre Dumas","Other","4.32","Le Comte de Monte-Cristo II (Le Comte de Monte-Cristo, #2 of 2)","Le Comte de Monte-Cristo,","2","1844","709",,"4.62","13110","https://www.goodreads.com/book/show/956320.Le_Comte_de_Monte_Cristo_II"
"12","Alexandre Dumas","Other","4.32","The Man in the Iron Mask (Le vicomte de Bragelonne, #4)","Le vicomte de Bragelonne,","4","1844","470",,"4","65990","https://www.goodreads.com/book/show/54499.The_Man_in_the_Iron_Mask"
"12","Alexandre Dumas","Other","4.32","Los tres mosqueteros, 2",,,"1844","408",,"4.25","1587","https://www.goodreads.com/book/show/8437849-los-tres-mosqueteros-2"
"12","Alexandre Dumas","Other","4.32","Queen Margot",,,"1844","542",,"4.15","14441","https://www.goodreads.com/book/show/153875.Queen_Margot"
"12","Alexandre Dumas","Other","4.32","The Count of Monte Cristo",,,"1844","1276",,"4.32","1004962","https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo"
"12","Alexandre Dumas","Other","4.32","Chicot the Jester (The Last Valois, #2)","The Last Valois,","2","1844","594",,"4.22","1562","https://www.goodreads.com/book/show/577060.Chicot_the_Jester"
"12","Alexandre Dumas","Other","4.32","The Three Musketeers (Trilogie des Mousquetaires #1)","Trilogie des Mousquetaires","1","1844","431",,"4.1","347238","https://www.goodreads.com/book/show/10916717-the-three-musketeers"
"12","Alexandre Dumas","Other","4.32","Twenty Years After (Trilogie des Mousquetaires #2)","Trilogie des Mousquetaires","2","1844","845",,"4.09","25468","https://www.goodreads.com/book/show/7184.Twenty_Years_After"
"12","Alexandre Dumas","Other","4.32","Il visconte di Bragelonne (Trilogie des Mousquetaires #3)","Trilogie des Mousquetaires","3","1844","1286",,"4.16","1219","https://www.goodreads.com/book/show/14623863-il-visconte-di-bragelonne"
"12","Alexandre Dumas","Other","4.32","The Vicomte de Bragelonne (Trilogie des Mousquetaires #3.1)","Trilogie des Mousquetaires","3.1","1844","768",,"4","8630","https://www.goodreads.com/book/show/369042.The_Vicomte_de_Bragelonne"
"12","Alexandre Dumas","Other","4.32","كونت مونت كريستو #2 [Count of Monte Cristo, vol. 2]",,,"1844","558",,"4.56","1186","https://www.goodreads.com/book/show/57002836-2-count-of-monte-cristo-vol-2"
"12","Alexandre Dumas","Other","4.32","كونت مونت كريستو #3 [Count of Monte Cristo, vol. 3]",,,"1844","542",,"4.63","1450","https://www.goodreads.com/book/show/57010837-3-count-of-monte-cristo-vol-3"
"13","Steven Erikson","Fantasy","4.38","Deadhouse Gates (Malazan Book of the Fallen, #2)","Malazan Book of the Fallen,","2","2000","604","Young Adult","4.28","82181","https://www.goodreads.com/book/show/55401.Deadhouse_Gates"
"13","Steven Erikson","Fantasy","4.38","Memories of Ice (Malazan Book of the Fallen, #3)","Malazan Book of the Fallen,","3","2001","925",,"4.47","65422","https://www.goodreads.com/book/show/175983.Memories_of_Ice"
"13","Steven Erikson","Fantasy","4.38","House of Chains (Malazan Book of the Fallen, #4)","Malazan Book of the Fallen,","4","2002","1015",,"4.34","54062","https://www.goodreads.com/book/show/55398.House_of_Chains"
"13","Steven Erikson","Fantasy","4.38","Midnight Tides (Malazan Book of the Fallen, #5)","Malazan Book of the Fallen,","5","2004","960",,"4.42","46849","https://www.goodreads.com/book/show/345299.Midnight_Tides"
"13","Steven Erikson","Fantasy","4.38","The Bonehunters (Malazan Book of the Fallen, #6)","Malazan Book of the Fallen,","6","2006","1203",,"4.49","44566","https://www.goodreads.com/book/show/478951.The_Bonehunters"
"13","Steven Erikson","Fantasy","4.38","Reaper's Gale (Malazan Book of the Fallen, #7)","Malazan Book of the Fallen,","7","2007","1280",,"4.39","38852","https://www.goodreads.com/book/show/459064.Reaper_s_Gale"
"13","Steven Erikson","Fantasy","4.38","Toll the Hounds (Malazan Book of the Fallen, #8)","Malazan Book of the Fallen,","8","2008","1008",,"4.38","37229","https://www.goodreads.com/book/show/938544.Toll_the_Hounds"
"13","Steven Erikson","Fantasy","4.38","Dust of Dreams (Malazan Book of the Fallen, #9)","Malazan Book of the Fallen,","9","2009","1280",,"4.3","32759","https://www.goodreads.com/book/show/4703427-dust-of-dreams"
"13","Steven Erikson","Fantasy","4.38","The Crippled God (Malazan Book of the Fallen, #10)","Malazan Book of the Fallen,","10","2011","921",,"4.52","33335","https://www.goodreads.com/book/show/8447255-the-crippled-god"
"13","Steven Erikson","Fantasy","4.38","Forge of Darkness (The Kharkanas Trilogy, #1)","The Kharkanas Trilogy,","1","2012","662",,"4.14","9921","https://www.goodreads.com/book/show/13038833-forge-of-darkness"
"13","Steven Erikson","Fantasy","4.38","Fall of Light (The Kharkanas Trilogy, #2)","The Kharkanas Trilogy,","2","2016","837",,"4.18","4370","https://www.goodreads.com/book/show/19381626-fall-of-light"
"13","Steven Erikson","Fantasy","4.38","The Wurms of Blearmouth (The Tales of Bauchelain and Korbal Broach, #5)","The Tales of Bauchelain and Korbal Broach,","5","2012","208",,"4.03","1987","https://www.goodreads.com/book/show/18490602-the-wurms-of-blearmouth"
"13","Steven Erikson","Fantasy","4.38","The Complete Malazan Book of the Fallen (Malazan Book of the Fallen #1-10)","Malazan Book of the Fallen","1","2014","8258",,"4.74","2850","https://www.goodreads.com/book/show/20345548-the-complete-malazan-book-of-the-fallen"
"13","Steven Erikson","Fantasy","4.38","The God is Not Willing (Witness, #1)","Witness,","1","2021","496",,"4.61","4872","https://www.goodreads.com/book/show/41555932-the-god-is-not-willing"
"14","Douglas Adams","Science-Fiction","4.32","The Dirk Gently Omnibus (Dirk Gently, #1-2)","Dirk Gently,","1","2002","512",,"4.18","8391","https://www.goodreads.com/book/show/286041.The_Dirk_Gently_Omnibus"
"14","Douglas Adams","Science-Fiction","4.32","The Long Dark Tea-Time of the Soul (Dirk Gently, #2)","Dirk Gently,","2","2002","307",,"4.04","88921","https://www.goodreads.com/book/show/357.The_Long_Dark_Tea_Time_of_the_Soul"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)","Hitchhiker's Guide to the Galaxy,","1","2002","216",,"4.22","1988762","https://www.goodreads.com/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)","Hitchhiker's Guide to the Galaxy,","1","2002","815",,"4.38","336237","https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker's Guide to the Galaxy: The Secondary Phase (Hitchhiker's Guide: Radio Play, #2)","Hitchhiker's Guide: Radio Play,","2","2002",,,"4.42","1465","https://www.goodreads.com/book/show/6125323-the-hitchhiker-s-guide-to-the-galaxy"
"14","Douglas Adams","Science-Fiction","4.32","Last Chance to See",,,"2002","222",,"4.32","25907","https://www.goodreads.com/book/show/8696.Last_Chance_to_See"
"14","Douglas Adams","Science-Fiction","4.32","The Hitch Hiker's Guide to the Galaxy: A Trilogy in Five Parts",,,"2002","776",,"4.36","22061","https://www.goodreads.com/book/show/372299.The_Hitch_Hiker_s_Guide_to_the_Galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)","The Hitchhiker's Guide to the Galaxy,","2","2002","250",,"4.2","312509","https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe"
"14","Douglas Adams","Science-Fiction","4.32","Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)","The Hitchhiker's Guide to the Galaxy,","3","2002","224",,"4.16","248119","https://www.goodreads.com/book/show/8694.Life_the_Universe_and_Everything"
"14","Douglas Adams","Science-Fiction","4.32","So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)","The Hitchhiker's Guide to the Galaxy,","4","2002","225",,"4.08","183539","https://www.goodreads.com/book/show/6091075-so-long-and-thanks-for-all-the-fish"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts",,,"2002","590",,"4.5","36546","https://www.goodreads.com/book/show/841628.The_Hitchhiker_s_Guide_to_the_Galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker's Guide to the Galaxy: Primary Phase",,,"2002","1",,"4.5","2344","https://www.goodreads.com/book/show/40035657-the-hitchhiker-s-guide-to-the-galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker's Guide to the Galaxy: Tertiary Phase",,,"2002","4",,"4.35","1118","https://www.goodreads.com/book/show/834762.The_Hitchhiker_s_Guide_to_the_Galaxy"
"14","Douglas Adams","Science-Fiction","4.32","The Hitchhiker's Trilogy",,,"2002","468",,"4.34","1943","https://www.goodreads.com/book/show/613099.The_Hitchhiker_s_Trilogy"
"14","Douglas Adams","Science-Fiction","4.32","The More Than Complete Hitchhiker's Guide",,,"2002","624",,"4.58","3747","https://www.goodreads.com/book/show/64123.The_More_Than_Complete_Hitchhiker_s_Guide"
